Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -9.900000e+001  1.000000e+000  1.000000e+000
  100    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
   87 -8.600000e+001 -1.000000e+002   87   87  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   88 -8.700000e+001 -1.000000e+002   88   88  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   89 -8.800000e+001 -1.000000e+002   89   89  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   90 -8.900000e+001 -1.000000e+002   90   90  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   91 -9.000000e+001 -1.000000e+002   91   91  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   92 -9.100000e+001 -1.000000e+002   92   92  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   93 -9.200000e+001 -1.000000e+002   93   93  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   94 -9.300000e+001 -1.000000e+002   94   94  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   95 -9.400000e+001 -1.000000e+002   95   95  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   96 -9.500000e+001 -1.000000e+002   96   96  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   97 -9.600000e+001 -1.000000e+002   97   97  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   98 -9.700000e+001 -1.000000e+002   98   98  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   99 -9.800000e+001 -1.000000e+002   99   99  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  100 -9.900000e+001 -1.000000e+002  100  100  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    0
